"entity name","entity CFIHOS unique id","attribute name","entity attribute name","attribute CFIHOS unique id","entity attribute definition","note / comment","identifier / mandatory / optional","constraint must be present in","change request number","status","created date","modified date","terminated date"
"tag or equipment class property application condition","CFIHOS-00000089","property name",,"CFIHOS-10000056","The name of the property that applies to a tag or equipment class",,"Identifier","tag or equipment class property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class property application condition","CFIHOS-00000089","tag or equipment class name",,"CFIHOS-10000256","The full name of the non abstract tag or equipment class to which the property applies",,"Identifier","tag or equipment class property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class required discipline document type","CFIHOS-00000095","discipline document type required for equipment indicator",,"CFIHOS-10000265","An indication that the discipline document type is required for equipment associated with this class",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class required discipline document type","CFIHOS-00000095","discipline document type required for model part indicator",,"CFIHOS-10000264","An indication that the discipline document type is required for models or parts associated with this class",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class required discipline document type","CFIHOS-00000095","discipline document type required for tag indicator",,"CFIHOS-10000263","An indication that the discipline document type is required for tags associated with this class",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class required discipline document type","CFIHOS-00000095","discipline document type short code",,"CFIHOS-10000207","A combination of discipline and document type that is required for a tag or equipment class",,"Identifier","discipline document type","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class required discipline document type","CFIHOS-00000095","requirement standard source code",,"CFIHOS-10000219","A code that uniquely identifies the source of the requirement",,"Optional","requirement standard source","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class required discipline document type","CFIHOS-00000095","tag or equipment class name",,"CFIHOS-10000256","The full name of the tag or equipment class",,"Identifier","tag or equipment class","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class source standard","CFIHOS-00000092","application condition group code",,"CFIHOS-10000284","A code that uniquely identifies a group of application conditions",,"Optional","application condition group","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class source standard","CFIHOS-00000092","source standard code",,"CFIHOS-10000053","A code used to designate the standard used to define requirements like engineering, operations, etc",,"Identifier","source standard","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class source standard","CFIHOS-00000092","tag or equipment class name",,"CFIHOS-10000256","The full name of the tag or equipment class",,"Identifier","tag or equipment class","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class synonym","CFIHOS-00000091","tag or equipment class name",,"CFIHOS-10000256","The full name of the tag or equipment class",,"Mandatory","tag or equipment class","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class synonym","CFIHOS-00000091","tag or equipment class synonym name",,"CFIHOS-10000224","A name that can be used as synonym for a tag or equipment class",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag physical connection","CFIHOS-00000038","from plant code",,"CFIHOS-10000181","The plant the process unit is part of, and to which the originating tag belongs",,"Identifier","tag","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag physical connection","CFIHOS-00000038","from tag name",,"CFIHOS-10000182","The full name of a tag",,"Identifier","tag","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag physical connection","CFIHOS-00000038","to plant code",,"CFIHOS-10000183","The plant the process unit is part of, and to which the ending tag belongs",,"Identifier","tag","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag physical connection","CFIHOS-00000038","to tag name",,"CFIHOS-10000184","The full name of a tag",,"Identifier","tag","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag property","CFIHOS-00000015","plant code",,"CFIHOS-10000005","The plant where the tag will be installed",,"Identifier","tag","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag property","CFIHOS-00000015","process activity code",,"CFIHOS-10000322","A code that uniquely identifies the process / activity",,"Optional","process design property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag property","CFIHOS-00000015","process stream code",,"CFIHOS-10000328","The process stream from on which the tag property value is based",,"Optional","process stream property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag property","CFIHOS-00000015","property name",,"CFIHOS-10000056","A name that uniquely identifies the property",,"Identifier","property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag property","CFIHOS-00000015","reason for deviating from standard unit of measure",,"CFIHOS-10000242","The reason why the unit of measure as prescribed by the source standard as not been used to report the tag property value",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag property","CFIHOS-00000015","tag name",,"CFIHOS-10000166","The full name of a tag",,"Identifier","tag","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag property","CFIHOS-00000015","tag property margin ratio",,"CFIHOS-10000333","The total margin that has been applied on the value of the tag property, compared to what was evaluated as the process stream property",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag property","CFIHOS-00000015","tag property value",,"CFIHOS-10000248","The value of the property for that tag","The data type of that value must be aligned with the data type of the property. Moreover, if the property is numeric, it should be qualified by a unit of measure. If the property is not numeric, and has a pick list associated with the tag property value must be one of the entries in the set of pick list values.","Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag property","CFIHOS-00000015","unit of measure code",,"CFIHOS-10000237","A code that uniquely identifies the unit of measure",,"Optional","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"transmittal","CFIHOS-00000024","number of media",,"CFIHOS-10000129","The number of media provided with the transmittal",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"transmittal","CFIHOS-00000024","project code",,"CFIHOS-10000161","The project for which the transmittal has been issued",,"Identifier","project","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"transmittal","CFIHOS-00000024","reason for issue code","reason for issue","CFIHOS-10000142","The reason for issuing the transmittal","The reason for issuing a transmittal is independent of the statuses of the document revisions that the transmittal includes","Mandatory","reason for issue","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"transmittal","CFIHOS-00000024","sending company name",,"CFIHOS-10000252","The name of the company who has sent the transmittal",,"Identifier","company","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"transmittal","CFIHOS-00000024","transmittal number",,"CFIHOS-10000087","A unique transmittal identifier generated by the document control system of the company sending the transmittal",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"transmittal","CFIHOS-00000024","transmittal send date",,"CFIHOS-10000144","The date of sending the transmittal",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"unit of measure","CFIHOS-00000073","CFIHOS unique code",,"CFIHOS-10000146","A code that uniquely identifies the unit of measure in CFIHOS",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"unit of measure","CFIHOS-00000073","measurement system code",,"CFIHOS-10000240","A code that uniquely identifies the measurement system",,"Optional","measurement system","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"unit of measure","CFIHOS-00000073","unit of measure code",,"CFIHOS-10000237","A code that uniquely identifies the unit of measure",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"unit of measure","CFIHOS-00000073","unit of measure dimension code",,"CFIHOS-10000234","A code that uniquely identifies the unit of measure dimension",,"Mandatory","unit of measure dimension","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"unit of measure","CFIHOS-00000073","unit of measure name",,"CFIHOS-10000238","The name by which is designated the unit of measure",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"unit of measure","CFIHOS-00000073","unit of measure symbol",,"CFIHOS-10000239","The symbol that usually used to represent the unit of measure",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"unit of measure dimension","CFIHOS-00000072","CFIHOS unique code",,"CFIHOS-10000146","A code that uniquely identifies the unit of measure dimension in CFIHOS",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"unit of measure dimension","CFIHOS-00000072","unit of measure dimension code",,"CFIHOS-10000234","A code that uniquely identifies the unit of measure dimension",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"unit of measure dimension","CFIHOS-00000072","unit of measure dimension name",,"CFIHOS-10000235","The name of the unit of measure dimension",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"unit of measure synonym","CFIHOS-00000074","unit of measure code",,"CFIHOS-10000237","A code that uniquely identifies the unit of measure",,"Mandatory","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"unit of measure synonym","CFIHOS-00000074","unit of measure synonym name",,"CFIHOS-10000243","The name by which a unit of measure can alternatively be designated",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"vendor document","CFIHOS-00000107","actual final revision date",,"CFIHOS-10000305","The date at which the final revision of the document was actually issued",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"vendor document","CFIHOS-00000107","document number",,"CFIHOS-10000154","The unique identifier for the Document according to the Owner/Operator Document numbering scheme",,"Identifier","document master","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"vendor document","CFIHOS-00000107","planned final revision date",,"CFIHOS-10000304","The date at which the final revision of the document is expected to be issued",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"vendor document","CFIHOS-00000107","vendor document update description",,"CFIHOS-10000306","A description of what has changed in the vendor document  since its previous document index transmission",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
