"property name","property definition","property data type","property data type length","unit of measure dimension code","picklist name","CFIHOS unique id","reason for having property","synonym","created date","modified date","terminated date","change request number","status"
"upper limit operating differential pressure","The differential pressure which is the highest differential pressure at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000461",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating discharge pressure","The discharge pressure which is the highest pressure at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000462",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating extraction steam mass flow rate","The mass flow rate which is the highest extraction steam mass flowrate at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000463",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating extraction steam pressure","The pressure which is the highest extraction steam pressure at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000464",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating extraction steam temperature","The temperature which is the highest extraction steam temperature at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000465",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating inlet pressure","The pressure which is the highest pressure at which a functional or physical object is expected to operate at its inlet connection.","Number",,,,"CFIHOS-40000466",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating inlet steam pressure auxiliary driver","The pressure which is the highest pressure at which a functional or physical object is expected to operate at its inlet steam for the auxiliary driver.","Number",,,,"CFIHOS-40000467",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating inlet steam pressure heating device","The pressure which is the highest pressure at which a functional or physical object is expected to operate at its inlet steam for the heating device.","Number",,,,"CFIHOS-40000468",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating inlet steam pressure injection system","The pressure which is the highest pressure at which a functional or physical object is expected to operate at its inlet steam for the steam injection system.","Number",,,,"CFIHOS-40000469",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating inlet steam pressure starter","The pressure which is the highest pressure at which a functional or physical object is expected to operate at its inlet steam for the starter.","Number",,,,"CFIHOS-40000470",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating liquid height","Is a height of a liquid under operating conditions.","Number",,,,"CFIHOS-40000471",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating mass flow rate","The mass flow rate which is the highest mass flow rate at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000472",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating inlet steam pressure","The pressure which is the highest pressure at which a functional or physical object is expected to operate at its inlet steam.","Number",,,,"CFIHOS-40000473",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating inlet steam temperature","The temperature which is the highest temperature at which a functional or physical object is expected to operate at its inlet steam.","Number",,,,"CFIHOS-40000474",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating outlet steam pressure","The pressure which is the highest pressure at which a functional or physical object is expected to operate at its outlet steam.","Number",,,,"CFIHOS-40000475",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating suction pressure","The pressure which is the highest pressure at which a functional or physical object is expected to operate at its inlet connection.","Number",,,,"CFIHOS-40000476",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"vacuum pressure","Is a pressure below atmospheric pressure.","Number",,,,"CFIHOS-40000477",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"valve downstream of relief valve","Is an indication of the presence of a block valve.","Boolean",3,,,"CFIHOS-40000478",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030;FR74","STANDARD"
"valve type","Specify the valve type that controls the inlet/outlet to the cylinders.","Text",40,,"valve type","CFIHOS-40000479",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"valve upstream of relief valve","Is an indication of the presence of a block valve.","Boolean",3,,,"CFIHOS-40000480",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030;FR74","STANDARD"
"wall tubes number of tubes","Is a number of items where each item is a tube.","Number",,,,"CFIHOS-40000481",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"weight coating density","The density of the weight coating material.","Number",,,,"CFIHOS-40000482",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"weight coating thickness","The total weight coating system thickness.","Number",,,,"CFIHOS-40000483",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"well function","Specify whether the equipment is for production or injection.","Text",40,,"well function","CFIHOS-40000484",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"inlet flange size","Is a diameter by which a quantitative diameter is referred to. Typically a standardized value with defined tolerances.","Number",,,,"CFIHOS-40000485",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"steam injection","Injection process where steam is injected in another material","Boolean",3,,,"CFIHOS-40000486",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030;FR74","STANDARD"
"design specification","A specification according to which an item is intended to be designed","Text",40,,,"CFIHOS-40000487",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"piping class","A specification defined by specified circumstances in which piping components may be applied.","Text",40,,,"CFIHOS-40000488",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"capacity (volume)","A volume that can be contained","Number",,,,"CFIHOS-40000489",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"constant back pressure","A back pressure that does not change under any conditions of operation.","Number",,,,"CFIHOS-40000490",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"corrosion allowance","A thickness that is the upper limit of allowed corrosion of a metal structure.","Number",,,,"CFIHOS-40000491",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"cross section area","The area of a cross section","Number",,,,"CFIHOS-40000492",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"diameter","Intercept made by the circumference on a straight line through the centre of a circle.","Number",,,,"CFIHOS-40000493",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"dry weight","A weight of an object excluding any operating or process fluids.","Number",,,,"CFIHOS-40000494",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"efficiency","Ratio of an output power to an input power","Number",,,,"CFIHOS-40000495",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"height","A distance from the bottom to the top of something standing upright.","Number",,,,"CFIHOS-40000496",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"hydrostatic test pressure","A test pressure applicable when using water to establish the test pressure.","Number",,,,"CFIHOS-40000497",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"impedance voltage","A voltage which is the resultant of reactive and resistance component","Number",,,,"CFIHOS-40000498",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"insulation thickness","A thickness of an insulation layer.","Number",,,,"CFIHOS-40000499",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"length tan tan","A straight linear distance which is the total length of the cylindrical section/part of a cylindrical vessel, i.e. including the cylindrical sections of the vessel heads.","Number",,,,"CFIHOS-40000500",,,"2021-10-14T10:08:30.021Z","2021-10-14T10:08:30.021Z",,"CR0025","STANDARD"
"load loss","The absorbed active power at rated frequency and reference temperature associated with a pair of windings when rated current is flowing through the line terminals of one of the windings and the terminals of the other windings are short-circuited","Number",,,,"CFIHOS-40000501",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit allowable rotational speed","A rotational speed which is the lowest rotational speed at witch the manufacturer' design will permit continuous operation.","Number",,,,"CFIHOS-40000502",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit design temperature","The lowest temperature at which a functional or physical object is designed.","Number",,,,"CFIHOS-40000503",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit operating temperature","A temperature that is the lowest temperature at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000504",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"lower limit operating volume flow rate","A volume flow rate that is the lowest volume flow rate at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000505",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"molecular weight","The sum of all the atomic weights of the constituent atoms of a substance.","Number",,,,"CFIHOS-40000506",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"net positive suction head available","NPSH for a particular pumping system at a certain flow rate and temperature.","Number",,,,"CFIHOS-40000507",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"no-load loss","The active power absorbed when rated voltage at rated frequency is applied to the terminals of one of the windings, the other windings being open-circuit","Number",,,,"CFIHOS-40000508",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"nominal diameter","A diameter which is an expected (theoretical/as designed) diameter.","Number",,,,"CFIHOS-40000509",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating flow velocity","A flow velocity at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000510",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating inlet pressure","An inlet pressure at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000511",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating pressure","A pressure at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000512",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating pressure drop","A pressure drop at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000513",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating temperature","A temperature at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000514",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"normal operating vapour pressure","A vapour pressure at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000515",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"operating weight","A weight that is the weight an object is expected to have during operation, i.e. including process fluids etc.","Number",,,,"CFIHOS-40000516",,,"2021-10-14T10:08:49.335Z","2021-10-14T10:08:49.335Z",,"CR0025","STANDARD"
"orifice area","A cross section area of an orifice plate, orifice ring, or valve.","Number",,,,"CFIHOS-40000517",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"orifice area calculated","An orifice area that is calculated.","Number",,,,"CFIHOS-40000518",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"outside diameter","A diameter that is across the outside cross section of a circular object.","Number",,,,"CFIHOS-40000519",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"outside surface area","An area that is a total outside area of a surface.","Number",,,,"CFIHOS-40000520",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"rated current","The r.m.s. or DC value of the current for which an apparatus has been designed","Number",,,,"CFIHOS-40000521",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025;CR0032","STANDARD"
"rated frequency","An electrical frequency of a machine at rated output","Number",,,,"CFIHOS-40000522",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"rated output power","A power that is the power a motor has been designed to deliver under specified conditions.","Number",,,,"CFIHOS-40000523",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"rated power consumption","A power consumption at rated conditions.","Number",,,,"CFIHOS-40000524",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"rated primary winding voltage","A rated voltage that is the voltage between lines at the terminals of the primary winding on a transformer at rated output","Number",,,,"CFIHOS-40000525",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"rated secondary winding voltage","A rated voltage that is the voltage between lines at the terminals of the secondary winding on a transformer at rated output","Number",,,,"CFIHOS-40000526",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"rated speed at 1/1 load","A rotational speed that is a rotational speed of an electric rotating machine working at its full load.","Number",,,,"CFIHOS-40000527",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"rated voltage","A voltage that is the voltage between lines at the terminals of the machine at rated output","Number",,,,"CFIHOS-40000528",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"reactance","The imaginary part of impedance. Reactance are characterised by the storage of energy rather than by its dissipation, as in resistance.","Number",,,,"CFIHOS-40000529",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"set pressure","A pressure at which an object is activated.","Number",,,,"CFIHOS-40000530",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"starting current","An electric current that is a peak-current occurring when starting an electric energy transducer","Number",,,,"CFIHOS-40000531",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"test pressure","A pressure to which an object should be subjected to test for leakage and structural integrity.","Number",,,,"CFIHOS-40000532",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"total weight","A weight that is a sum of the weights of identified parts of an assembly.","Number",,,,"CFIHOS-40000533",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"tube length","A distance that is the length of a tube.","Number",,,,"CFIHOS-40000534",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit design pressure","The highest pressure at which a functional or physical object is designed for.","Number",,,,"CFIHOS-40000535",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit design temperature","The highest temperature at which a functional or physical object is designed.","Number",,,,"CFIHOS-40000536",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating pressure","A pressure which is the highest pressure at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000537",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit operating temperature","A temperature that is the highest temperature at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000538",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"variable back pressure","A back pressure that varies due to changes in operation of one or more pressure relief valves connected into a common discharge header.","Number",,,,"CFIHOS-40000539",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"wall thickness","A thickness which is the thickness of the part of an object normally called wall:  - Wall thickness of a pipe,   - thickness of a building wall, etc.","Number",,,,"CFIHOS-40000540",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"width","A straight linear distance describing one of three orthogonal extreme dimensions of a thing relative to a reference system:   height, width, and length, which can be looked at as the sides of a box in the three dim space enclosing the thing exactly.","Number",,,,"CFIHOS-40000541",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"pressure relief device","A fluid regulator that relieves pressure from an enclosed space when the pressure reaches a predetermined value.","Text",40,,,"CFIHOS-40000542",,,"2017-02-15T19:47:29.464Z","2021-10-14T10:09:10.488Z",,"V1.2","STANDARD"
"heat tracing","Tracing by supply of heat","Boolean",3,,,"CFIHOS-40000543",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030;FR74","STANDARD"
"language","Indicates the primary language that  the document is written in.","Text",40,,"ISO-639","CFIHOS-40000544",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z","2021-10-12T13:20:46.735Z","CR0003;CR0030","TERMINATED"
"country","Indicates the Country where the Company Head Office is located","Text",2,,"ISO-3166-1","CFIHOS-40000545",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z","2021-10-12T13:20:46.735Z","CR0003;CR0030","TERMINATED"
"density","The mass per unit volume of an object or a fluid","Number",,"DENSI",,"CFIHOS-40000546","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"impeller diameter","The size of the impeller in a rotating machinery","Number",,"LENGTH",,"CFIHOS-40000547","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"lower limit allowable pressure","The pressure which is the lowest allowed.","Number",,"PRESS",,"CFIHOS-40000548","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"lower limit allowable temperature","The temperature which is the lowest allowed.","Number",,"TEMP",,"CFIHOS-40000549","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"lower limit design outlet temperature","The temperature which is the lowest temperature a functional or physical object is designed at its outlet connection","Number",,"TEMP",,"CFIHOS-40000550","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"lower limit design pressure","The lowest pressure at which a functional or physical object is designed.","Number",,"PRESS",,"CFIHOS-40000551","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"lower limit operating inlet pressure","The pressure which is the lowest pressure at which a functional or physical object is expected to operate at its inlet connection.","Number",,"PRESS",,"CFIHOS-40000552","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"lower limit operating inlet temperature","The temperature which is the lowest temperature at which a functional or physical object is expected to operate at its inlet connection.","Number",,"TEMP",,"CFIHOS-40000553","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"lower limit operating outlet pressure","The pressure which is the lowest pressure at which a functional or physical object is expected to operate at its outlet connection.","Number",,"PRESS",,"CFIHOS-40000554","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"lower limit operating outlet temperature","The temperature which is the lowest temperature at which a functional or physical object is expected to operate at its outlet connection.","Number",,"TEMP",,"CFIHOS-40000555","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"lower limit operating pressure","A pressure which is the lowest pressure at which a functional or physical object is expected to operate.","Number",,"PRESS",,"CFIHOS-40000556","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"net positive suction head required","Minimum NPIP required by the pump to achieve the required performance with the specified fluid at any specified point, as determined by Vendor. NPIP shall always include acceleration losses.","Number",,"LENGTH",,"CFIHOS-40000557","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"normal operating volume flow rate","The volume flow rate at which a functional or physical object is expected to operate normally.","Number",,"VOLFLO",,"CFIHOS-40000558","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"number of cylinder","The number of cylinders used in an engine","Number",,,,"CFIHOS-40000559","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"number of stages","The number of stages a fluid goes through from input to output (stages in a compressor, stages in a column etc.)","Number",,,,"CFIHOS-40000560","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"orientation","The mount position of an equipment such as horizontal, vertical or submerged","Text",100,,,"CFIHOS-40000561","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;CR0030","STANDARD"
"pigging requirements","Any performance requirements for allowing tools for pigging, through flowline requirements (TFL), workover, or other operations through the pipe, including ID, bend radius, and end-fitting transitions","Boolean",3,,,"CFIHOS-40000562","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;CR0030;FR74","STANDARD"
"rated fuel consumption","Fuel mass flow rate at rated conditions","Number",,"MASFLO",,"CFIHOS-40000563","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"rated inlet pressure","The pressure to which an installed item is rated","Number",,"PRESS",,"CFIHOS-40000564","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"rated input speed","The speed provided to the input to the power transmission","Number",,"ANGVEL",,"CFIHOS-40000565","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"rated output speed","The speed provided to the output of the power transmission","Number",,"ANGVEL",,"CFIHOS-40000566","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"seal type","The type of seal used to prevent process fluids to evacuate across the shaft on a rotating machinery / wellhead housing /tree interface seal e.g. VX gasket, VX-V2 gasket","Text",40,,,"CFIHOS-40000567","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-14T10:09:34.744Z",,"CR0028;FR74","STANDARD"
"service factor","The percentage of overloading the motor can handle for short periods when operating normally within the correct voltage tolerances.","Number",,"RATIO",,"CFIHOS-40000568","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"trip speed","The speed of which the machine will trip","Number",,"ANGVEL",,"CFIHOS-40000569","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"upper limit allowable pressure","The pressure which is the highest allowed.","Number",,"PRESS",,"CFIHOS-40000570","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"upper limit allowable temperature","The temperature which is the highest allowed.","Number",,"TEMP",,"CFIHOS-40000571","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"upper limit design outlet temperature","The temperature which is the highest temperature a functional or physical object is designed at its outlet connection","Number",,"TEMP",,"CFIHOS-40000572","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"upper limit design volume flow rate","A volume flow rate that is the highest volume flow rate at which a functional or physical object is designed to operate.","Number",,"VOLFLO",,"CFIHOS-40000573","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"upper limit operating inlet temperature","The temperature which is the highest temperature at which a functional or physical object is expected to operate at its inlet connection.","Number",,"TEMP",,"CFIHOS-40000574","Required by owner-operators",,"2021-10-14T10:10:04.229Z","2021-10-14T10:10:04.229Z",,"CR0028","STANDARD"
"upper limit operating outlet pressure","The pressure which is the highest pressure at which a functional or physical object is expected to operate at its outlet connection.","Number",,"PRESS",,"CFIHOS-40000575","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"upper limit operating outlet temperature","The temperature which is the highest temperature at which a functional or physical object is expected to operate at its outlet connection.","Number",,"TEMP",,"CFIHOS-40000576","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"upper limit operating volume flow rate","A volume flow rate that is the highest volume flow rate at which a functional or physical object is expected to operate.","Number",,"VOLFLO",,"CFIHOS-40000577","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"burst pressure","A pressure that is the pressure that causes something to burst.","Number",,"PRESS",,"CFIHOS-40000578","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"safety integrity level","A relative level of risk-reduction provided by a safety function, or to specify a target level of risk reduction","Text",5,,"safety integrity level","CFIHOS-40000579","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"failure action","The position to which the valve closure member moves when the actuating energy source fails","Text",40,,"failure action","CFIHOS-40000580","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"set point","The level at which an instrument is set to trigger an action - e.g. PSVs, bursting discs, regulators, etc.","Number",,,,"CFIHOS-40000581","Required by owner-operators",,"2021-10-14T10:10:32.948Z","2021-10-14T10:10:32.948Z",,"CR0028","STANDARD"
"set point high","The highest level at which an instrument is set to trigger an action - e.g. PSVs, bursting discs, regulators, etc.","Number",,,,"CFIHOS-40000582","Required by owner-operators",,"2021-10-14T10:10:46.430Z","2021-10-14T10:10:46.430Z",,"CR0028","STANDARD"
"set point low","The lowest level at which an instrument is set to trigger an action - e.g. PSVs, bursting discs, regulators, etc.","Number",,,,"CFIHOS-40000583","Required by owner-operators",,"2021-10-14T10:10:55.020Z","2021-10-14T10:10:55.020Z",,"CR0028","STANDARD"
"full opening valve","Valve with an unobstructed opening, not smaller than the internal bore of the end connections.","Boolean",3,,,"CFIHOS-40000584","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;CR0030;FR74","STANDARD"
