"tag class name","tag class CFIHOS unique id","tag property name","tag property CFIHOS unique id","SI unit of measure code","imperial unit of measure code","source standard code","source standard section","property name in source standard","status","change request number","created date","modified date","terminated date"
"anemometer","CFIHOS-30000286","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"anemometer","CFIHOS-30000286","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"anemometer","CFIHOS-30000286","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"antenna","CFIHOS-30000397","explosion protection gas group","CFIHOS-40000110",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"antenna","CFIHOS-30000397","explosion protection temperature class","CFIHOS-40000112",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"antenna","CFIHOS-30000397","explosion protection zone","CFIHOS-40000113",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"attenuator","CFIHOS-30000108","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"attenuator","CFIHOS-30000108","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"attenuator","CFIHOS-30000108","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"automatic switching equipment","CFIHOS-30000731","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"automatic switching equipment","CFIHOS-30000731","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"automatic switching equipment","CFIHOS-30000731","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","compressibility factor Z at inlet","CFIHOS-40000060",,,,,,"STANDARD","CR0009;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","corrosive agents","CFIHOS-40000064",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"axial compressor","CFIHOS-30000516","corrosive gas","CFIHOS-40000065",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"axial compressor","CFIHOS-30000516","design specification","CFIHOS-40000487",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","direction of rotation","CFIHOS-40000075",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","CR0009;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","CR0009;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","CR0009;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","fluid name","CFIHOS-40000132",,,"ISO 14224:2016",,,"STANDARD","CR0009;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","insulation class","CFIHOS-40000177",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","lower limit design outlet temperature","CFIHOS-40000550",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","lower limit operating suction pressure","CFIHOS-40000219","BRA","PSA","ISO 14224:2016",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","lower limit operating temperature","CFIHOS-40000504","CEL","FAH",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","lower limit operating volume flow rate","CFIHOS-40000505","MQH","SFM",,,,"STANDARD","CR0009;CR0032;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","molecular weight","CFIHOS-40000506",,,"ISO 14224:2016",,,"STANDARD","CR0009;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","normal operating inlet pressure","CFIHOS-40000511","BRA","PSA",,,,"STANDARD","CR0009;CR0032;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","normal operating inlet temperature","CFIHOS-40000272","CEL","FAH",,,,"STANDARD","CR0009;CR0032;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","normal operating mass flow rate","CFIHOS-40000275","E93","4U",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","normal operating outlet pressure","CFIHOS-40000278","BRA","PSA","ISO 14224:2016",,,"STANDARD","CR0009;CR0032;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","normal operating volume flow rate (at normal operating pressure and normal operating temperature)","CFIHOS-40000289","MQH","SFM",,,,"STANDARD","CR0009;CR0032;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","operation continuous intermittent","CFIHOS-40000309",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","process entrainments","CFIHOS-40000321",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"axial compressor","CFIHOS-30000516","settle out pressure","CFIHOS-40000342",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"axial compressor","CFIHOS-30000516","specific heat ratio Cp/Cv at inlet","CFIHOS-40000373",,,,,,"STANDARD","CR0009;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","test medium","CFIHOS-40000412",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","test pressure","CFIHOS-40000532","BRG","64",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","upper limit allowable speed","CFIHOS-40000453","RPM","RPM","API Std 617:2014",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","upper limit design outlet temperature","CFIHOS-40000572",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","upper limit design volume flow rate","CFIHOS-40000573",,,"ISO 14224:2016",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","upper limit operating inlet pressure","CFIHOS-40000466","BRA","PSA",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","upper limit operating outlet pressure","CFIHOS-40000575",,,"ISO 14224:2016",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial compressor","CFIHOS-30000516","upper limit operating temperature","CFIHOS-40000538","CEL","FAH",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"axial displacement element","CFIHOS-30000398","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"axial displacement element","CFIHOS-30000398","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"axial displacement element","CFIHOS-30000398","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"axial displacement transmitter","CFIHOS-30000109","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"axial displacement transmitter","CFIHOS-30000109","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"axial displacement transmitter","CFIHOS-30000109","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"axial displacement transmitter","CFIHOS-30000109","safety integrity level","CFIHOS-40000579",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"balancing damper","CFIHOS-30000110","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"balancing damper","CFIHOS-30000110","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"balancing damper","CFIHOS-30000110","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","actuation service","CFIHOS-40000638",,,"ISA-TR20.00.01-2007",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","communication protocol","CFIHOS-40000599",,,"IEC 60534-7:2010",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","design specification","CFIHOS-40000487",,,"IEC 60534-7:2010",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","failure action","CFIHOS-40000580",,,"API Spec 6D:2014",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","fire safe","CFIHOS-40000585",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","fluid name","CFIHOS-40000132",,,"IEC 60537:1976 Withdrawn;ISA-TR20.00.01-2007;ISO 14224:2016",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","full opening valve","CFIHOS-40000584",,,"ANSI/ISA-75.05.01-2019",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","input signal range","CFIHOS-40000600",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","input signal type","CFIHOS-40000597",,,"IEC 60534-7:2010",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","nominal diameter","CFIHOS-40000509","MMT","INH","API Spec 6D:2014",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","normal operating pressure","CFIHOS-40000512","BRG","64","API Spec 6D:2014;ISA-TR20.00.01-2007;ISO 14224:2016",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","normal operating temperature","CFIHOS-40000514","CEL","FAH","ISO 14224:2016;ANSI/ISA-75.05.01-2019;IEC 60537:1976 Withdrawn",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","output signal range","CFIHOS-40000601",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","output signal type","CFIHOS-40000598",,,"IEC 60534-7:2010",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","piping class","CFIHOS-40000488",,,"API Spec 6D:2014",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball control valve","CFIHOS-30000806","safety integrity level","CFIHOS-40000579",,,"IEC 60534-7:2010",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball valve","CFIHOS-30000807","design specification","CFIHOS-40000487",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball valve","CFIHOS-30000807","failure action","CFIHOS-40000580",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball valve","CFIHOS-30000807","fluid name","CFIHOS-40000132",,,"ASME B31.3 - 2020;IEC 60537:1976 Withdrawn;ISO 14224:2016",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball valve","CFIHOS-30000807","full opening valve","CFIHOS-40000584",,,"API Spec 6D:2014",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball valve","CFIHOS-30000807","nominal diameter","CFIHOS-40000509","MMT","INH","API Spec 6D:2014",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball valve","CFIHOS-30000807","normal operating pressure","CFIHOS-40000512","BRG","64","IEC 60537:1976 Withdrawn;ISO 14224:2016",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball valve","CFIHOS-30000807","normal operating temperature","CFIHOS-40000514","CEL","FAH","IEC 60537:1976 Withdrawn;ISO 14224:2016",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"ball valve","CFIHOS-30000807","piping class","CFIHOS-40000488",,,"API Spec 6D:2014",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"battery back-up power supply unit","CFIHOS-30000318","autonomy time","CFIHOS-40000012","HUR","HUR",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"battery back-up power supply unit","CFIHOS-30000318","explosion protection gas group","CFIHOS-40000110",,,"ANSI/ISA-75.05.01-2019",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"battery back-up power supply unit","CFIHOS-30000318","explosion protection temperature class","CFIHOS-40000112",,,"API Spec 6D:2014;ISA-TR20.00.01-2007",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"battery back-up power supply unit","CFIHOS-30000318","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"battery back-up power supply unit","CFIHOS-30000318","rated output power","CFIHOS-40000523",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"battery back-up power supply unit","CFIHOS-30000318","rated short circuit current","CFIHOS-40000331","B22","B22",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"battery charger","CFIHOS-30000319","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"battery charger","CFIHOS-30000319","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"battery charger","CFIHOS-30000319","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"belt conveyor","CFIHOS-30000562","design specification","CFIHOS-40000487",,,"ANSI/CEMA 350-2015",,,"STANDARD","FR74","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z",
"belt conveyor","CFIHOS-30000562","explosion protection zone","CFIHOS-40000113",,,"ANSI/CEMA 350-2015",,,"STANDARD","FR74","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z",
"belt conveyor","CFIHOS-30000562","lower limit design temperature","CFIHOS-40000503",,,"ANSI/CEMA 350-2015",,,"STANDARD","FR74","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z",
"belt conveyor","CFIHOS-30000562","normal volume flow rate","CFIHOS-40000293",,,"ANSI/CEMA 350-2015",,,"STANDARD","FR74","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z",
"belt conveyor","CFIHOS-30000562","upper limit design temperature","CFIHOS-40000536",,,"ANSI/CEMA 350-2015",,,"STANDARD","FR74","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z",
"blast rated wall","CFIHOS-30000609","insulation class","CFIHOS-40000177",,,,,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"block and bleed valve","CFIHOS-30000808","design specification","CFIHOS-40000487",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"block and bleed valve","CFIHOS-30000808","failure action","CFIHOS-40000580",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"block and bleed valve","CFIHOS-30000808","fluid name","CFIHOS-40000132",,,"ASME B31.3 - 2020;IEC 60537:1976 Withdrawn;ISO 14224:2016",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"block and bleed valve","CFIHOS-30000808","full opening valve","CFIHOS-40000584",,,"API Spec 6D:2014",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"block and bleed valve","CFIHOS-30000808","nominal diameter","CFIHOS-40000509","MMT","INH","API Spec 6D:2014",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"block and bleed valve","CFIHOS-30000808","normal operating pressure","CFIHOS-40000512","BRG","64","IEC 60537:1976 Withdrawn;ISO 14224:2016",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"block and bleed valve","CFIHOS-30000808","normal operating temperature","CFIHOS-40000514","CEL","FAH","IEC 60537:1976 Withdrawn;ISO 14224:2016",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"block and bleed valve","CFIHOS-30000808","piping class","CFIHOS-40000488",,,"API Spec 6D:2014",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"blow down valve","CFIHOS-30000635","communication protocol","CFIHOS-40000599",,,"IEC 60534-7:2010",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"blow down valve","CFIHOS-30000635","design specification","CFIHOS-40000487",,,"IEC 60537:1976 Withdrawn;ISO 14224:2016",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"blow down valve","CFIHOS-30000635","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
