"picklist name","picklist value","picklist value description","CFIHOS unique id","source standard code","created date","modified date","terminated date","change request number","status"
"ISO country","SZ","Swaziland","CFIHOS-60002210","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","TC","Turks and Caicos Islands","CFIHOS-60002225","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","TD","Chad","CFIHOS-60002041","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","TF","French Southern Territories","CFIHOS-60002079","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","TG","Togo","CFIHOS-60002218","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","TH","Thailand","CFIHOS-60002215","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","TJ","Tajikistan","CFIHOS-60002214","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","TK","Tokelau","CFIHOS-60002219","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","TL","Timor-Leste","CFIHOS-60002217","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","TM","Turkmenistan","CFIHOS-60002224","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","TN","Tunisia","CFIHOS-60002222","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","TO","Tonga","CFIHOS-60002220","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","TR","Turkey","CFIHOS-60002223","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","TT","Trinidad and Tobago","CFIHOS-60002221","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","TV","Tuvalu","CFIHOS-60002226","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","TZ","United Republic of Tanzania","CFIHOS-60002231","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","UA","Ukraine","CFIHOS-60002228","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","UG","Uganda","CFIHOS-60002227","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","UM","United States Minor Outlying Islands","CFIHOS-60002232","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","US","United States of America","CFIHOS-60002234","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","UY","Uruguay","CFIHOS-60002235","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","UZ","Uzbekistan","CFIHOS-60002236","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","VA","Holy See","CFIHOS-60002098","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","VC","Saint Vincent and the Grenadines","CFIHOS-60002186","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","VE","Venezuela (Bolivarian Republic of)","CFIHOS-60002238","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","VG","British Virgin Islands","CFIHOS-60002030","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","VI","United States Virgin Islands","CFIHOS-60002233","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","VN","Viet Nam","CFIHOS-60002239","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","VU","Vanuatu","CFIHOS-60002237","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","WF","Wallis and Futuna Islands","CFIHOS-60002240","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","WS","Samoa","CFIHOS-60002187","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","YE","Yemen","CFIHOS-60002242","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","YT","Mayotte","CFIHOS-60002138","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","ZA","South Africa","CFIHOS-60002201","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","ZM","Zambia","CFIHOS-60002243","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO country","ZW","Zimbabwe","CFIHOS-60002244","ISO 3166-1:2020","2020-11-27T14:55:03.646Z","2021-10-12T15:02:03.835Z",,"CR0032","STANDARD"
"ISO currency","AED","UAE Dirham","CFIHOS-60001485",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","AFN","Afghani","CFIHOS-60001486",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","ALL","Lek","CFIHOS-60001487",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","AMD","Armenian Dram","CFIHOS-60001488",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","ANG","Netherlands Antillean Guilder","CFIHOS-60001489",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","AOA","Kwanza","CFIHOS-60001490",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","ARS","Argentine Peso","CFIHOS-60001491",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","AUD","Australian Dollar","CFIHOS-60001492",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","AWG","Aruban Florin","CFIHOS-60001493",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","AZN","Azerbaijan Manat","CFIHOS-60001494",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","BAM","Convertible Mark","CFIHOS-60001495",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","BBD","Barbados Dollar","CFIHOS-60001496",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","BDT","Taka","CFIHOS-60001497",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","BGN","Bulgarian Lev","CFIHOS-60001498",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","BHD","Bahraini Dinar","CFIHOS-60001499",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","BIF","Burundi Franc","CFIHOS-60001500",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","BMD","Bermudian Dollar","CFIHOS-60001501",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","BND","Brunei Dollar","CFIHOS-60001502",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","BOB","Boliviano","CFIHOS-60001503",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","BRL","Brazilian Real","CFIHOS-60001504",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","BSD","Bahamian Dollar","CFIHOS-60001505",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","BTN","Ngultrum","CFIHOS-60001506",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","BWP","Pula","CFIHOS-60001507",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","BYN","Belarusian Ruble","CFIHOS-60001508",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","BZD","Belize Dollar","CFIHOS-60001509",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","CAD","Canadian Dollar","CFIHOS-60001510",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","CDF","Congolese Franc","CFIHOS-60001511",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","CHF","Swiss Franc","CFIHOS-60001512",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","CLP","Chilean Peso","CFIHOS-60001513",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","CNY","Yuan Renminbi","CFIHOS-60001514",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","COP","Colombian Peso","CFIHOS-60001515",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","CRC","Costa Rican Colon","CFIHOS-60001516",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","CUC","Peso Convertible","CFIHOS-60001517",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","CUP","Cuban Peso","CFIHOS-60001518",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","CVE","Cabo Verde Escudo","CFIHOS-60001519",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","CZK","Czech Koruna","CFIHOS-60001520",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","DJF","Djibouti Franc","CFIHOS-60001521",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","DKK","Danish Krone","CFIHOS-60001522",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","DOP","Dominican Peso","CFIHOS-60001523",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","DZD","Algerian Dinar","CFIHOS-60001524",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","EGP","Egyptian Pound","CFIHOS-60001525",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","ERN","Nakfa","CFIHOS-60001526",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","ETB","Ethiopian Birr","CFIHOS-60001527",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","EUR","Euro","CFIHOS-60001528",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","FJD","Fiji Dollar","CFIHOS-60001529",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","FKP","Falkland Islands Pound","CFIHOS-60001530",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","GBP","Pound Sterling","CFIHOS-60001531",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","GEL","Lari","CFIHOS-60001532",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","GHS","Ghana Cedi","CFIHOS-60001533",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","GIP","Gibraltar Pound","CFIHOS-60001534",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","GMD","Dalasi","CFIHOS-60001535",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","GNF","Guinean Franc","CFIHOS-60001536",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","GTQ","Quetzal","CFIHOS-60001537",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","GYD","Guyana Dollar","CFIHOS-60001538",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","HKD","Hong Kong Dollar","CFIHOS-60001539",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","HNL","Lempira","CFIHOS-60001540",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","HRK","Kuna","CFIHOS-60001541",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","HTG","Gourde","CFIHOS-60001542",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","HUF","Forint","CFIHOS-60001543",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","IDR","Rupiah","CFIHOS-60001544",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","ILS","New Israeli Sheqel","CFIHOS-60001545",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","INR","Indian Rupee","CFIHOS-60001546",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","IQD","Iraqi Dinar","CFIHOS-60001547",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","IRR","Iranian Rial","CFIHOS-60001548",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","ISK","Iceland Krona","CFIHOS-60001549",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","JMD","Jamaican Dollar","CFIHOS-60001550",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","JOD","Jordanian Dinar","CFIHOS-60001551",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","JPY","Yen","CFIHOS-60001552",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","KES","Kenyan Shilling","CFIHOS-60001553",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","KGS","Som","CFIHOS-60001554",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","KHR","Riel","CFIHOS-60001555",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","KMF","Comorian Franc","CFIHOS-60001556",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","KPW","North Korean Won","CFIHOS-60001557",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","KRW","Won","CFIHOS-60001558",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","KWD","Kuwaiti Dinar","CFIHOS-60001559",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","KYD","Cayman Islands Dollar","CFIHOS-60001560",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","KZT","Tenge","CFIHOS-60001561",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","LAK","Lao Kip","CFIHOS-60001562",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","LBP","Lebanese Pound","CFIHOS-60001563",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","LKR","Sri Lanka Rupee","CFIHOS-60001564",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","LRD","Liberian Dollar","CFIHOS-60001565",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","LSL","Loti","CFIHOS-60001566",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","LYD","Libyan Dinar","CFIHOS-60001567",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","MAD","Moroccan Dirham","CFIHOS-60001568",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","MDL","Moldovan Leu","CFIHOS-60001569",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","MGA","Malagasy Ariary","CFIHOS-60001570",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","MKD","Denar","CFIHOS-60001571",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","MMK","Kyat","CFIHOS-60001572",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","MNT","Tugrik","CFIHOS-60001573",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","MOP","Pataca","CFIHOS-60001574",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","MRO","Ouguiya","CFIHOS-60001575",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","MUR","Mauritius Rupee","CFIHOS-60001576",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","MVR","Rufiyaa","CFIHOS-60001577",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","MWK","Malawi Kwacha","CFIHOS-60001578",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","MXN","Mexican Peso","CFIHOS-60001579",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","MYR","Malaysian Ringgit","CFIHOS-60001580",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","MZN","Mozambique Metical","CFIHOS-60001581",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","NAD","Namibia Dollar","CFIHOS-60001582",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","NGN","Naira","CFIHOS-60001583",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","NIO","Cordoba Oro","CFIHOS-60001584",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","NOK","Norwegian Krone","CFIHOS-60001585",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","NPR","Nepalese Rupee","CFIHOS-60001586",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","NZD","New Zealand Dollar","CFIHOS-60001587",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","OMR","Rial Omani","CFIHOS-60001588",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","PAB","Balboa","CFIHOS-60001589",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","PEN","Sol","CFIHOS-60001590",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","PGK","Kina","CFIHOS-60001591",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","PHP","Philippine Peso","CFIHOS-60001592",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","PKR","Pakistan Rupee","CFIHOS-60001593",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","PLN","Zloty","CFIHOS-60001594",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","PYG","Guarani","CFIHOS-60001595",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","QAR","Qatari Rial","CFIHOS-60001596",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","RON","Romanian Leu","CFIHOS-60001597",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","RSD","Serbian Dinar","CFIHOS-60001598",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","RUB","Russian Ruble","CFIHOS-60001599",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","RWF","Rwanda Franc","CFIHOS-60001600",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","SAR","Saudi Riyal","CFIHOS-60001601",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","SBD","Solomon Islands Dollar","CFIHOS-60001602",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","SCR","Seychelles Rupee","CFIHOS-60001603",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","SDG","Sudanese Pound","CFIHOS-60001604",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","SEK","Swedish Krona","CFIHOS-60001605",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","SGD","Singapore Dollar","CFIHOS-60001606",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
"ISO currency","SHP","Saint Helena Pound","CFIHOS-60001607",,"2018-08-08T11:21:40.292Z","2021-10-12T15:02:03.835Z",,"CR0007;FR69","STANDARD"
