"CFIHOS unique id","discipline CFIHOS unique id","discipline code","discipline name","document type CFIHOS unique id","document type short code","document type name","document type description","discipline document type short code","asset type reference","representation type","native file delivery timing","native document fomat","authenticated record format","required document status for detailed engineering","required document status for construction","required document status for commissioning","required document status for startup","required document status for operations","review type","discipline document type comment","hardcopy document required","translated document required","status","created date","modified date","terminated date","change request number","synonym"
"CFIHOS-20000565","CFIHOS-20000001","AA","project management and engineering","CFIHOS-70000082","7878","country regulation technical project documentation book","A technical document describing the facilities that are proposed to be built in a country and includes all information required for regulatory approval to proceed. The document is submitted to the regulatory authorities for review and approval.","AA7878","Plant","not specified","not applicable",,,"not specified","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000566","CFIHOS-20000001","AA","project management and engineering","CFIHOS-70000264","7880","general specification","A document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","AA7880","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000567","CFIHOS-20000001","AA","project management and engineering","CFIHOS-70000026","8203","feasibility study","A document assessing the practicality and/or economics of a proposed solution.","AA8203","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000568","CFIHOS-20000001","AA","project management and engineering","CFIHOS-70000053","8211","conceptual design feasibility study","Initial screening, feasibility studies, initial estimates, preliminary economics etc.","AA8211","Plant","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000569","CFIHOS-20000001","AA","project management and engineering","CFIHOS-70000054","8212","conceptual engineering study","Workshop, MOM, whitepapers, surface and sub-surface studies, brainstorm session, economics, initial cost estimates, development options","AA8212","Plant","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000570","CFIHOS-20000001","AA","project management and engineering","CFIHOS-70000267","8380","general study","A document detailing the result of a professional evaluation and/or investigation of a specific subject. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","AA8380","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000571","CFIHOS-20000001","AA","project management and engineering","CFIHOS-70000045","8502","clarification request","Request (e.g., from a Contractor) for clarification of scope, technical details, or assumptions. Synonyms include Technical Query (TQ) and Request for Information (RFI).","AA8502","Plant","Text","during project",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000572","CFIHOS-20000002","BA","construction","CFIHOS-70000318","0709","risk assessment","An assessment which details the quantitative or qualitative risk related to a specific scenario presented to Company.","BA0709","Plant","Text","during project",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000573","CFIHOS-20000002","BA","construction","CFIHOS-70000234","0780","general assessment","An assessment which details a Health check, GAP analysis, etc. both informal and to meet Project Management Framework requirements. Not to be used if a more specific document type can be used. Can be used for singular/specialty deliverables which do not have a unique document type.","BA0780","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000574","CFIHOS-20000002","BA","construction","CFIHOS-70000119","2322","installation diagram","Installation refers to the mounting, setting, erection, etc. of equipment and accessories. These diagrams are for transient activity during installation (eg. sequence of activity) and not finished work.","BA2322","Process_Unit","Intelligent vector drawing (CAD)",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000575","CFIHOS-20000002","BA","construction","CFIHOS-70000186","2341","interface diagram","A diagrams documenting Interfaces and demarcation of responsibilities between different organizations (e.g. battery limits, terminations).","BA2341","Tag","Intelligent vector drawing (CAD)",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000576","CFIHOS-20000002","BA","construction","CFIHOS-70000057","2404","construction diagram","A diagram detailing assembly and fabrication.","BA2404","Tag","Intelligent vector drawing (CAD)",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000577","CFIHOS-20000002","BA","construction","CFIHOS-70000056","2406","constructability diagram","Construct is to Erect, Build, or Make (usually) on-site as a responsibility of the project team. Also see Fabricate (off-site by others). eg. Vertical storage tanks are Constructed on-site, while some accessories are Fabricated off-site and delivered for construction.   Decomposition of a complex objects/concepts into simpler pieces that make construction feasible. A macro view of construction concepts and strategies represented by a diagram. e.g.  Module diagrams (showing breakdown into PAUs, subassemblies, skids, etc.), Installation sequence diagrams, Module off loading diagram. For detailed construction Diagram see document type BA2404.","BA2406","Tag","Intelligent vector drawing (CAD)",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000578","CFIHOS-20000002","BA","construction","CFIHOS-70000052","3314","conceptual design assumptions for asset decommissioning",,"BA3314","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000579","CFIHOS-20000002","BA","construction","CFIHOS-70000390","3323","technical note","A communication documenting how an engineering or maintenance issue will be resolved and what the implication of the solution is.","BA3323","Site","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000580","CFIHOS-20000002","BA","construction","CFIHOS-70000374","4354","spare part list","A list of recommended listing of spares received from vendor/manufacturer to support installation, commissioning, operation or maintenance.","BA4354","Tag","Structured Data",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000581","CFIHOS-20000002","BA","construction","CFIHOS-70000049","4802","commissioning manual","Is a manual that contains detailed testing and commissioning procedures and actions. Typically for instrumentation it is specified for each loop and type of instrument.","BA4802","Plant","Structured Data",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000582","CFIHOS-20000002","BA","construction","CFIHOS-70000050","5503","commissioning philosophy","Commissioning","BA5503","Plant","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000583","CFIHOS-20000002","BA","construction","CFIHOS-70000058","5537","construction philosophy","Construct is to Erect, Build, or Make (usually) on-site as a responsibility of the project team. Also see Fabricate (off-site by others). eg. Vertical storage tanks are Constructed on-site, while some accessories are Fabricated off-site and delivered for construction.","BA5537","Plant","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000584","CFIHOS-20000002","BA","construction","CFIHOS-70000047","5711","commissioning and startup plan","A plan explaining how commissioning and startup will be accomplished. synonym: CSU plan.","BA5711","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000585","CFIHOS-20000002","BA","construction","CFIHOS-70000200","5736","lifting, hoisting, and rigging plan","A document capturing what particular activities and requirements will be executed and delivered for lifting, hoisting, and rigging.  Should cover scope regardless of timing in asset lifecycle.  Specific risks relating to simultaneous operations should be addressed.","BA5736","Plant","not specified","not applicable",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000586","CFIHOS-20000002","BA","construction","CFIHOS-70000360","5789","weld map","A drawing that usually identifies all welds and relates them to the relevant welding procedure number and non destructive testing requirements.","BA5789","Equipment","not specified","at handover",,,"not specified","IFC","IFC","not specified","IFC","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000587","CFIHOS-20000002","BA","construction","CFIHOS-70000048","5799","commissioning and startup strategy","A document outlining purpose and approach for commissioning and start-up.","BA5799","Process_Unit","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000588","CFIHOS-20000002","BA","construction","CFIHOS-70000084","5801","decommissioning plan","A document capturing what particular activities and requirements will be executed and delivered to decommission and demolish (parts of) existing assets. This would include temporary assets required only for the life of the project, as well.","BA5801","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000589","CFIHOS-20000002","BA","construction","CFIHOS-70000396","6008","commissioning procedure","A procedure with a step by step description of activities required to commission an object.","BA6008","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
